id,secret_type,transformation_id,family,depth,carrier,gitleaks/default,gitleaks/decode,betterleaks/default,betterleaks/decode,trufflehog/default
sample_00001,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00002,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00003,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00004,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00005,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00006,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00007,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00008,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00009,aws_access_key_id,T0.0,control,1,python,1,1,1,1,0
sample_00010,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00011,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00012,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00013,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00014,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00015,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00016,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00017,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00018,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00019,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00020,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00021,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00022,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00023,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00024,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00025,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00026,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00027,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00028,aws_access_key_id,T0.0,control,1,python,1,1,1,1,0
sample_00029,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00030,aws_access_key_id,T0.0,control,1,python,0,0,0,0,0
sample_00031,aws_access_key_id,T0.0,control,1,dotenv,1,1,1,1,0
sample_00032,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00033,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00034,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00035,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00036,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00037,aws_access_key_id,T0.0,control,1,dotenv,1,1,1,1,0
sample_00038,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00039,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00040,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00041,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00042,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00043,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00044,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00045,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00046,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00047,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00048,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00049,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00050,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00051,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00052,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00053,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00054,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00055,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00056,aws_access_key_id,T0.0,control,1,dotenv,1,1,1,1,0
sample_00057,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00058,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00059,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00060,aws_access_key_id,T0.0,control,1,dotenv,0,0,0,0,0
sample_00061,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00062,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00063,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00064,aws_access_key_id,T0.0,control,1,yaml,1,1,1,1,0
sample_00065,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00066,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00067,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00068,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00069,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00070,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00071,aws_access_key_id,T0.0,control,1,yaml,1,1,1,1,0
sample_00072,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00073,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00074,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00075,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00076,aws_access_key_id,T0.0,control,1,yaml,1,1,1,1,0
sample_00077,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00078,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00079,aws_access_key_id,T0.0,control,1,yaml,1,1,1,1,0
sample_00080,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00081,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00082,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00083,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00084,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00085,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00086,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00087,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00088,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00089,aws_access_key_id,T0.0,control,1,yaml,0,0,0,0,0
sample_00090,aws_access_key_id,T0.0,control,1,yaml,1,1,1,1,0
sample_00091,aws_access_key_id,T1.1,encoding,1,python,0,1,0,1,0
sample_00092,aws_access_key_id,T1.1,encoding,1,python,0,1,0,1,0
sample_00093,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00094,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00095,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00096,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00097,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00098,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00099,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00100,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00101,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00102,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00103,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00104,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00105,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00106,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00107,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00108,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00109,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00110,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00111,aws_access_key_id,T1.1,encoding,1,python,0,1,0,1,0
sample_00112,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00113,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00114,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00115,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00116,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00117,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00118,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00119,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00120,aws_access_key_id,T1.1,encoding,1,python,0,0,0,0,0
sample_00121,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00122,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00123,aws_access_key_id,T1.1,encoding,1,dotenv,0,1,0,1,0
sample_00124,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00125,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00126,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00127,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00128,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00129,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00130,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00131,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00132,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00133,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00134,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00135,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00136,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00137,aws_access_key_id,T1.1,encoding,1,dotenv,0,1,0,1,0
sample_00138,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00139,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00140,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00141,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00142,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00143,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00144,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00145,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00146,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00147,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00148,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00149,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00150,aws_access_key_id,T1.1,encoding,1,dotenv,0,0,0,0,0
sample_00151,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00152,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00153,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00154,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00155,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00156,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00157,aws_access_key_id,T1.1,encoding,1,yaml,0,1,0,1,0
sample_00158,aws_access_key_id,T1.1,encoding,1,yaml,0,1,0,1,0
sample_00159,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00160,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00161,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00162,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00163,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00164,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00165,aws_access_key_id,T1.1,encoding,1,yaml,0,1,0,1,0
sample_00166,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00167,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00168,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00169,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00170,aws_access_key_id,T1.1,encoding,1,yaml,0,1,0,1,0
sample_00171,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00172,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00173,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00174,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00175,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00176,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00177,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00178,aws_access_key_id,T1.1,encoding,1,yaml,0,1,0,1,0
sample_00179,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00180,aws_access_key_id,T1.1,encoding,1,yaml,0,0,0,0,0
sample_00181,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00182,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00183,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00184,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00185,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00186,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00187,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00188,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00189,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00190,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00191,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00192,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00193,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00194,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00195,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00196,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00197,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00198,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00199,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00200,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00201,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00202,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00203,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00204,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00205,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00206,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00207,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00208,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00209,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00210,aws_access_key_id,T1.2,encoding,1,python,0,0,0,0,0
sample_00211,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00212,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00213,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00214,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00215,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00216,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00217,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00218,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00219,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00220,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00221,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00222,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00223,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00224,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00225,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00226,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00227,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00228,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00229,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00230,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00231,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00232,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00233,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00234,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00235,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00236,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00237,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00238,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00239,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00240,aws_access_key_id,T1.2,encoding,1,dotenv,0,0,0,0,1
sample_00241,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00242,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00243,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00244,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00245,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00246,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,0
sample_00247,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00248,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00249,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00250,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00251,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00252,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00253,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00254,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00255,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00256,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00257,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00258,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00259,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00260,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00261,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00262,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00263,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00264,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00265,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00266,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00267,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00268,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00269,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00270,aws_access_key_id,T1.2,encoding,1,yaml,0,0,0,0,1
sample_00271,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00272,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00273,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00274,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00275,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00276,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00277,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00278,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00279,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00280,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00281,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00282,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00283,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00284,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00285,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00286,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00287,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00288,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00289,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00290,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00291,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00292,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00293,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00294,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00295,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00296,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00297,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00298,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00299,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00300,aws_access_key_id,T1.3,encoding,1,python,0,0,0,0,0
sample_00301,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00302,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00303,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00304,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00305,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00306,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00307,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00308,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00309,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00310,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00311,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00312,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00313,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00314,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00315,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00316,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00317,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00318,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00319,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00320,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00321,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00322,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00323,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00324,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00325,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00326,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00327,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00328,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00329,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00330,aws_access_key_id,T1.3,encoding,1,dotenv,0,0,0,0,0
sample_00331,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00332,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00333,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00334,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00335,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00336,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00337,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00338,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00339,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00340,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00341,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00342,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00343,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00344,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00345,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00346,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00347,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00348,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00349,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00350,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00351,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00352,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00353,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00354,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
sample_00355,aws_access_key_id,T1.3,encoding,1,yaml,0,0,0,0,0
